topic_id,text
Group 173,"['everyone has a different opinion ', 'Everyone has a different opinion. ']"
Group 174,"['For example, Nixon in 1968 and Clinton in 1992 both had only a 43 percent plurality of the popular votes, while winning the majority in the electoral college. ', 'For example ""Richard Nixon in \'68 and Bill Clinton in \'92 both had on 43 percent plurality of the popular votes, while winning a majority in the in the Electoral College. ', 'the amercan people should consider themselves lucky that the 2000 fiasco was the biggest electoin crisis in a century. consider that state legislatures are technically resonsible for picking electors and those electors could always defy the will of the people. ']"
Group 175,"['NASA has an exquisset idea for sending humans to study Venus ', 'NASA has thought of sending humans to study venus to see how the conditions are up there ']"
Group 176,"['learn at their own pace ', 'can learn at your own pace, ']"
Group 177,"['You also get to help people that are in need in other countries ', 'you also get to help people that are in need. ', 'The electoral college is unfair, outdated, and irrational. ', 'This Electoral College process consists of the selection of the electors , the meeting where they vote for President and Vice president , and the counting of the electoral votes by congress . ']"
Group 178,"['The first reason why students should not take online classes, is that it causes room for distractions. ', 'The second reason why students should not take online classes, is they are not receiving hands-on experience and practice. ']"
Group 179,"['Would there be just be one rubic? How would teachers use just that one rubric for completely different projects? ', 'Would there only be one rubric?\n\nIf so how would teachers use one rubric for completly different projects? ']"
Group 180,"['I think we should have cell phones at school ', ""I also don't think we should have cell phones in school "", 'At the most basic level, the electoral college is unfair to voters. ', 'The electoral college is unfair to voters. ']"
Group 181,"['Next, the author gives possible ways to study Venus safely, and effciently. ', 'Last, the author gives more ways Venus can be studied safely using different technology. ']"
Group 182,"['""It\'s official: The electoral college is unfair, outdated, and irrational. The best arguments in favor of it are mostly assertions without much basis in reality. And the arguments against direct elections are spurious at best. It\'s hard to say this, but Bob Dole was right: Abolish the electoral college!"" ', '""Its official: The electoral college is unfair, outdated, and irrational. The best argument in favor of it are mostly assertions without much basis in reality. And the arguments against direct elections are spurious at best. ', 'Lastly, the Electoral College is unfair to voters by the winner-take-all system. ', 'the technology failing ']"
