text,type,pred
"We can not controll who the elects vote for, plus we somtimes dont know the electors we are voting for. If the people of the state of Florida wants to have a Republican president but the elector wants a Democratic president then most likely thats who he is going to vote for is the Democratic candidate. ",evidence,claim
The popular vote is fair and is more likely to get sucessful persidents that people will like ,claim,evidence
"It's like ""

American Idole

"" you have to perform good, you have to sound good, and u have to be sucessful. You have to get two out of the three judges to say yes in order for you to go to Hollywood. Same thing with the popular vote system, u have to get two-thirds of the popular vote in order to be persident. It's alot better than to worry about who your elector is going to vote for, all they care about (sadly) is the money. We look beyond the money and look at things like: Food, Education, Gas, Roads, Highways, Trade, Money,etc... ",evidence,claim
It will help the environment so the earth can be healthy. ,claim,claim
"I knew a friend that was in community service in 2009 he now lives in Rosemont, Illinois he picked up trash all over were he lives. But some of the students don't want to do something like this to prevent gases of pollution on earth. ",evidence,claim
I have been trying to make people under stand what it mean's to help. They don't want to help because they just want to litter throw can's not recycle or any thing to help ,evidence,claim
What I need are some people that care to do some of the community service ,claim,claim
Take Disney's friend for change they are helping kid's unpollute there town's or cities. ,evidence,claim
What we really need are some special people to help for this community service one's that care for there planet. ,claim,counterclaim
these crises on our planet need to stop all what they have done. i have received a letter from my friend that moved to Illinois has cleaned up the whole city with some help in just 1 month. If you know any one who can help with this call. ,evidence,claim
Community service teaches us many valuable things. ,claim,evidence
And it also gives us the opportunity to aid others that need it. ,claim,evidence
"First, is a way of helping, and growing together as a community. ",claim,evidence
"we shouldn't expect someone else to do our job. We are the future of our community/country; and if we are growing up expecting we don't have to do anything, we will have very few chances of being successful. ",evidence,claim
"Like if we like math, or are good at it, we could tutor those who need more help. Or if we are interested in justice, or working for peace, we could volunteer at places that do that kind of work. ",evidence,claim
"Furthermore, community service doesn't have to be boring, we could take our friends, or siblings. Then they will learn from our example, we will have company, and our virtues will spread throughout our community. ",evidence,evidence
"Finding ways to perform community service is very easy; just talk to your parents, neighbors, classmates, etc. Something else is that it doesn't have to be the biggest thing ever. Small actions will lead to great achievements.

Doing small actions every day, sometimes without even planning, will help our community grow in many ways. 
",evidence,claim
"When we need help we will know that our neighbor or classmate will be there to help us and will take care of us. When we are older, the younger kids we showed all those virtues, will keep passing them to their family, friends. Soon we will see all the great things we achieved. ",evidence,evidence
I don't think it's necessary to even have it at all because what's the point if the votes aren't equal for all states? it's a very irrational process. ,claim,rebuttal
"It isn't right if a president wins the popular votes but doesn't win by electoral votes and it results in him/her not becoming president. If someone votes for a slate of electors and they end up not even voting for who they're ""supposed"" to be voting for then what's the purpose of electing them anyway? There is no purpose unless you want the other party to win which i highly doubt that. The electoral college affects the voting of states because if the majority of their state is republicans and they're democratic, there vote isn't really going to matter because majority wins. This process makes no sense to me. ",evidence,claim
The amount of electoral votes that your state gets depends on your states population and not the size of it. I somewhat understand why they do this but at the same time it doesn't seem very fair. ,claim,claim
"Yeah, i know life isn't fair but for something like this that has a possible way of being fair doesn't make sense not to be. Alaska with only 3 electoral votes should be able to have the same amount as california with 55 electoral votes. Since it isn't actually equal like that i feel that they should just choose who wins and becomes president by popular votes. This way would be a lot more fair because it wouldn't actually matter how many people lived in your state, it would just matter how many people voted for which canidate. ",evidence,claim
Another reason electoral votes aren't right to me is because if a president wins the popular votes but not the electoral votes then it almost seems likes one of the types of votes is useful ,claim,claim
It seems like this because then he/she may not win and become president even though they won the popular votes. The canidates shouldn't have to rely on 2 different types of votes because obviously one isn't fair. I feel that in a situation like this having popular votes is just a watse of time because it seems that the electoral votes are what matter the most. Not having an equal amount of electoral votes for each state really defeats the purpose. ,evidence,claim
The voting is done by the party's nominee that then elects a slate of electors to vote for the canidate but the problem is you can't always trust that they will actually vote for the canidate that they're supposed to be voting for. ,claim,claim
"This isn't the only issue, sometimes the voters get confused and accidentally vote for the wrong canidate resulting in more votes for the opposing side. This is a another reason why i feel that the electoral college should be abolished for good. 
",evidence,claim
"When flexibility increases, ",claim,evidence
prices decrease ,claim,evidence
"the safety of consumers is protected, ",claim,claim
"One of the key issues that consumers have today in terms of purchasing a vehicle is the fuel consumption. Sergey Brin, the cofounder of Google, provides evidence that suggests that these vehichles would use around half of the fuel that the vehicles today consume ",evidence,evidence
". Not only that, but Brin continues to state that the flexibility is increased as well, surpassing that of a bus. ",claim,claim
Safety is also increased as a result of these vehicles. ,claim,evidence
"The fact that these vehicles are semi-autonomous and not completely autonomous enables a human driver to take control whenever they deem it necessary to do so. For example, Google's semi-autonomous creations are ""not truly driverless; they still alert the driver to take over when pulling in and out of driveways and when other complicated traffic issues arise.""

Sensors are what enable these vehicles to perform the tasks that astonish many to this day. Due to the fact that sensors have been used since the 1980s, vast improvements and tests have been conducted over the years to ensure that the safety of the consumer and those around he/she are preserved. The article even states that ""Within 10 years, those sensors [from the 1980s] had become more advanced to detect and respond to the danger of out-of-control skids or rollovers."" These vehicles allow for the potential decrease in drunk driving, which further emphasizes that safety is not only preserved with semi-autonomous cars, but is heavily increased. 
",evidence,evidence
"There is a common misconception that by implementing the production of these vehicles, drivers will ""get bored of waiting for their turn to drive."" ",counterclaim,claim
"Although this is an issue that many psychologists are considering, some manufacturers are working to eliminate this issue. ",rebuttal,claim
"For example, the article suggests that there are a few car manufacturers that are hoping to rid of this anxiety by bringing in-car diplays and information systems that use heads-up displays. Not only is it a source of entertainment, but also an additional safety feature, which is also a major concern that is alleviated with semi-autonomous cars. 
",evidence,claim
"It might not seem like it to you, but coming from a student who enjoys sports, I know how it makes most students act, and feel. 
",evidence,claim
I think you should at least give the students a chance to show you that they would be able to get their grade up so they could play on teams and show their pride for their school. ,claim,evidence
"I know I enjoy getting out there, and just playing what I want to play. It motivates me to do my homework, study for tests, focus more in class. That seems to be one of the problems why you don't want students doing sports, because you want them to focus more on their work, well, I'm not sure that would be the best idea. ",evidence,claim
"A lot of students find it irritating that they can't play because of their work, or grades, or something like that. And It makes them not want to do any other work. I'm sorry if this sounds rude, but I am just trying to let you know how the other students would probably feel about this. ",evidence,evidence
I just don't think it's fair that some students wouldn't be able to play because of a grade. ,claim,claim
"Yes, some students might not be as devoted as other students to get their work done ",counterclaim,counterclaim
definitely most students would think that if they can't play a sport then they better get their work done. ,rebuttal,claim
The Face on Mars is just a naturel land form. From 1976 to 2001 People have been taking pictures of the Face on Mars and every time they took a picture of the Face on Mars they got closer to it and as you look at the pictures you can see that the space in which the Face on Mars is located you can see that it is just a mesa that formed naturely on Mars. ,evidence,claim
"In order to understand the flaws in the electoral college, you need to know what the electoral college is, and how it came to be. ""The Electoral College process consists of the selection of the electors, the meeting of the electors where they vote for President and Vice President, and the counting of the electoral votes by Congress."" (Office of the Federal Register 2). This system was created by the founding fathers as a compromise between the congressional vote and the popular vote. However there was a reason for this new, seperated voting system. During their time the founding fathers where among the most educated men in the country. Back then education was not standard and very few people could read or write. The founding fathers did not want uneducated citizens voting on the individual who would lead the country. So they created a system where the uneducated would vote for a group of educated men, who would in turn vote on a president. Thus the electoral college was born. ",evidence,evidence
The founding fathers reasons for forging this system where justified in their day and age. However the world has changed since then. ,claim,claim
"Another large issue with the electoral college is its favoritism towards larger states. The United States was founded on federalism and democracy, giving power to the people instead of an over-arching central government ruling everything. So any policy that goes against our right to equal say in politics ought to be abbolished, right? ",claim,claim
"The number of electors per state under the Electoral College is determined by the number of representatives the state has in congress. ""... one for each member in the House of Representatives plus two for your senators..."" (Office of the Federal Register 3). Since this system is based on population, bigger states get a emense priority over smaller states. ""The popular vote was very close in Florida [in 2012]; nevertheless Obama, who won that vote , got 29 electoral votes. A victory by the same margin in Wyoming would net the winner only 3 electoral votes."" (Posner 21). This means that presidential candidates are going to focus on appealing to larger swing states that have more electoral votes, rather than smaller ones who only provide a few votes. That is not fair now is it? No matter how small a state may be its population still consists of United States' citizens, and they deserve just as much say as a bigger state. After all, that is the concept our country was founded on, equality and freedom. ",evidence,claim
"If the Electoral College does not seem like a flawed system now, allow me to open your eyes to one last variable in our little Electoral equation. The disaster factor. The disaster factor deals with the will of the people, and them doing anything to get what they want. ",claim,evidence
"""Back in 1960, segregationists in the Louisiana legislature nearly succeeded in replacing the Democratic electors with new electors who would oppose John F. Kennedy. (So that the popular vote for Kennedy would not actually gone to Kennedy.)"" (Plumer 11). That kind of scenario could completely change a close call to a landslide victory! The 1960 election is not the only case of this either. It happened again when Hawaii sent two slates of electors to congress, and in other various cases electors did not vote for their designated candidate. Finally there is the case of the 2000 election, where Al Gore won the popular vote, but lost the Electoral College! If just one person decides to go against the grain, everything gets thrown off. ",evidence,claim
Driverless Cars Would Be Positive Aspects Due To The Fact That They Use Half The Feul Of Today's Taxis ,claim,claim
They Offer Far More Flexibility Than A Bus Would ,claim,claim
The Driverless Cars Can Not Navigate Work Zones Or Go Around Accidents Without A Drive ,claim,counterclaim
"That They Use Half The Feul Of Today's Taxis , ",claim,claim
Is Because Who Wants To Keep Causing Global Warming By The Gases That Come Out Of Your Car ? In Order To Even Have Driverless Cars We Have To Have An Earth To Keep Them On . Global Warming Is Basically Over Heating Our Earth And Is Caused By Many Things Including The Gases That Come From Cars . Using Half The Fuel Of Today's Cars For A Far More Better Transportation Sounds Pretty Good To Me . ,evidence,claim
They Offer Far More Flexiblity Than A Bus ,claim,claim
Is Because Buses Have Certain Routes And They Hold More Than One Person . I Assume That The Driverless Car Would Be A Mix Of A Bus And A Taxi Not Physically Though . Meaning It Would Pick You Up Wherever You Are Like A Bus And Taxi But It Would Drop You Off At An Exact Location Like A Taxi . Only Its A Far More Upadated Version Meaning Its Takes Half The gass We Use Not & Can Do & Go More Places Then Buses ,evidence,claim
So If Your Riding In A Driverless Car It Doesnt Know Where Work Sites Would Be Causing Traffic Jams And Maybe Even Crashes . Everyone Wants To Know Whether Their Drive Home Will Be Safe Or Not . Because There Is No Way For You To Inform A Driverless Car That Work Zones Are Ahead If They Dont Have A Driver . ,evidence,claim
A Driverless Car Is Not Able To Go Around Accidents Without A Driver ,claim,rebuttal
". This Means That The Driverless Car Would Either Do Three Things If Confronted By A Accident . It Would Either Cause A Big Traffic Jam , Cause Another Accident , Or Even Cause Angry Citizens . Everyone Knows An Angry Citize Is Not A Nice Citizen. Then If There Is Already A Traffic Jam Due To The First Accident And A Driverless Care Cant Get Around It , That Would Cause A Huge Traffic Jam . ",evidence,claim
everyones votes count ,claim,evidence
its equal. ,claim,claim
"To begin with , when the first Electoral College was made no one really argued about it. But over the many years conflicts have come. People have realized that was is being done istn fair or right. '' At the most basic level , the Electoral College is unfair to voters. Because the winner-take-all system in each state , candidates dont spend time in states they know the have no chance of winning, focusing only on the tight races in the ''swing'' state''.( source 2, p. 13) ",evidence,claim
Everyone has the right to vote but if their votes dont count whats the point? ,claim,counterclaim
People should have the right to voice their own opinion and be part of the voting ,evidence,claim
The electors that are chosen have only a little amount of opinions. If the voters would be included there would be a variety of choices of who should win. Every american should be comfortable and certain about who they voted for and if the Electoral College votes contradicts that there can be problems. ,evidence,counterclaim
"Furthermore , In a direct election everyone is treated equally. Unlike , the voting we have now ",claim,evidence
"''If you lived in Texas , for instance , and wanted to vote for [John] Kerry , you'd vote for a slate of 34 Democratic electors pledged to Kerry''. (source 2, p. 10). Voters cant always control whom their electors vote for but voters sometimes can get confused about the electors and vote for the wrong candidate. ",evidence,claim
Why have so much going on when you can peacefully just count the votes of the voters and electors together? ,evidence,rebuttal
"Yes , they may be the electors and might have more knowledge of whats going on but they are just people too and everyone is created equally so definitely their votes shouldnt be the only ones actually counted. ",evidence,counterclaim
"Moreover , Bigger states may have a bigger effect on the votes because of their large amount of people voting ",claim,claim
"By , not making their vote count some people can feel that their voices are not being heard which can lead to in some cases riots and rebellions etc. Voting happens for a reason if gives the world a chance to pick whom they want to see lead them and who they feel like is the right person but in the end if there votes cant count and actually go to the electors limits their power and freedom to speak. '' Voters in presidential elections ae people who want to express a political prefeence rather than people ho think that a single vote may decide an election''.(source 3 , p.23). The Electoral College may have worked in the past but now its not working as well. ",evidence,claim
"To begin with, the Electoral College is the cause for many issues in our nation's presidential campaign. First of all, voters sometimes cannot even control whom their electors vote for. Ergo, one may vote for an elector of our favorite candidate's party, however, we don't know if that elector will go back on his word and vote for another cadidate. ",claim,counterclaim
"The article ""The Indefensible Electoral College: Why even the best-laid defenses of the system are wrong"" written by Bradford Plumer states, ""The single best argument against the electoral college is what we might call the disaster factor. The American people should consider themselves lucky that the 2000 fiasco was the biggest election crisis in a century; the sytem allows for much worse. Consider that state legislators are technically responsible for picking electors, and that those electors could always defy the will of the people"". This means that the people never know if their electors are going to go back on their word and vote for another candidate. ",evidence,claim
"Aside from that, their is the worrying aspect of a tie occurring. ",claim,claim
"If that were to happen, then the election would be thrown to the House of Representatives. The article The Indefensible Electoral College: Why even the best-laid defenses of the system are wrong"" written by Bradford Plumer states, ""In 1968, a shift of just 41, 971 votes would have deadlocked the election; In 1976, a tie would have occurred if a mere 5,559 votes in Ohio and 3,687 votes in Hawaii had voted the other way"". This says that if those people had just voted for the opposite person, then there would have been a tie between the two candidates. Yes, those numbers seem large, but in comparison to the number of voters that there were in those years, they're a small fraction of them. This shows how close elections are with the Electoral College. ",evidence,evidence
"Aside from causing issues in the United States, the Electoral College is extremely unfair to voters. ",claim,counterclaim
"The article, ""What Is the Electoral College?"" written by the Office of the Federal Register states, ""Most states have a 'winner-take-all' system that awards all electors to the winning presidential candidate"". That is not fair to other voters who don't vote for the popular candidate in their state; they don't receive any electors. Additionally, most candidates only advertise and visit ""swing"" states. ""Swing"" states are the states that usually determine the outcome of the election. ""The Indefensible Electoral College: Why even the best-laid defenses of the system are wrong"" written by Bradford Plumer says, ""During the 2000 campaign, seventeen states didn't see the candidates at all, including Rhode Island and South Carolina, and voters in 25 of the largest media markets didn't get to see a single campaign ad"". It's unjustifiable that simply because you have fewer electors in your state, you don't get to watch your candidates campaign. As previously mentioned, each state has a different number of electoral votes. It all depends on the population. For example, Texas, with a huge population has 38 electors, while Maine only has 4. The article, ""The Indefensible Electoral College: Why even the best-laid out defenses of the system are wrong"" states, ""Beacuse each state casts only one vote, the single representative from Wyoming, representing 500,000 voters, would have as much say as the 55 representatives from California, who represent 35 million voters"". Why do some states have more representatives than others just because of their population? It's not fair to the smaller states. It is true that the bigger states have more people in them, needing more representation, however, the smaller states have as much to say as the big ones. ' ",evidence,claim
they would not be able to communicate and ask questions ,claim,counterclaim
Students wouldn't take it as serious and cheat ,claim,claim
"students would lose the option of extracurricular activities and to socialize with other students. 
",claim,claim
Online classes are not a good option for students because they cannot communicate and ask questions that could benefit their learning ,claim,evidence
"For example if the classes were not prerecorded or all written down and you had to listen to a teacher talk online, if you miss any information you wouldn't be able to communicate directly to the teacher for some time and wouldn't be able to ask questions until after the lesson. If the class was thought through notes online then students would't be able to communicate with the teacher directly and would have to email them which would take time for them to respond. Students need to think about the information they are learning and not asking questions and making connections, could hurt students when they are taking a test. 
",evidence,evidence
"
Students would not take online school as serious as being in a classroom and learning and would probably end up cheating because they are in their own home ",claim,counterclaim
Online classes wouldn't be able to supervise or restrict students from cheating on an assignment or a test depending on what website or program the students are using to take the class. Students can access any program when they use their own computers unless they are provided b'y the online school. Students could become lazy and skip the lessons because students would feel they have the option because they are in their own home. ,evidence,counterclaim
Online distance learning also takes away the option for students to socialize with other students and to attend or take extracurricular activities after school that they would normally take if they were at school. ,claim,claim
"Students would not be able to work on any assignments or share any information with other students and would have to work alone. Students would not be able to join school sports, to be part of a team or to just be a little active instead of staying in your house all day, or attend other after school activities that would allow students to socialize and learn about more information that other schools provide after school. Students would lose the opportunity to stay after school with the teacher and ask questions and ask for help. ",evidence,claim
The united states is a democracy so the citizens living here should have the right to vote for the president of the united states ,claim,claim
"With the electoral college the citizens are'nt the ones voting for the president the electors are. In the electoral college the voters are voting for a slate of electors, who then vote for the president. In most cases the elector votes for the candidate that their party wants, in some cases the elector has chosen the oppossing candidate to what his party wants according to the second source. Since the elector is allowed to do this that is one reason why the electoral college is unfair. Popular vote is when the people vote for the candidate they want this is truly what a democracy is when the people choose their representatives. ",evidence,claim
"The electoral college is unfair to voters because of the winner-take-all system in all the states, ",claim,claim
"because candidates don't spent time in the states they know they will lose in. They only foucus on the states that they know they will win in or of a close chance to the other candidate, because of this there has been times when people would not see the candidates at all or they did'nt get to see a single campaign ad. If there was popular vote then this would not be the case and it would be eliminated, because candidates would have no choice but to put up advertisments all over the country. ",evidence,evidence
Even though the popular vote is a good way to go ,counterclaim,evidence
I think that this system of electing president is still not perfect or will never be perfect ,rebuttal,counterclaim
It could let people have a different aspect on the community ,claim,claim
Newton County is not that clean and not everybody is superb in school. ,evidence,evidence
"First, Newton County has lots of liter! ",claim,claim
We have to do something about it. Certain students should be assigned roads and highways and pick up as much trash as possible every Friday! Then we can pride in of county. It will be so much more delightful. ,evidence,claim
Another idea is to tutor students every other day! ,claim,claim
If we have eighth grade students tutor sixth and seventh grade students then hopefully our AP scores will improve ,evidence,evidence
I'm not sure how you could make everyone do community service because some students have after school activities and you can't make them stop for other people. ,counterclaim,claim
"Why shouldn't they be allowed you ask? Well there are many reasons why they shouldn't be allowed, so let me tell you more. ",claim,rebuttal
Cell phones nowadays are advanced in technology. Many phones have 3g internet which allows the user to surf the internet almost everywhere they go. What is the problem with that you might ask? ,evidence,claim
"Although having internet everywhere you go a nice touch, many people may use it for the wrong reasons. ",claim,counterclaim
Students can pretty much go on the internet and look up answers for a test or quiz they didn't study for and I don't know about you but i think that's cheating ,evidence,counterclaim
Another reason would be texting in class. ,claim,evidence
"He/she may text his/her friend during class time, therefore distracting her from learning or doing their work. Most cell phones can also download games in which the user can play in class and also distract them from class time. ",evidence,evidence
"It can drive for you while you are texting or something so that wouldn't be a problem or not. Also it will have cameras on you to see what is happening in the car as well as out of it. I think it will be more usefull while on long drives and what not.

It alerts you if there is a problem so even if you are distracted by a phone call or something you will be alerted. But i think there should be more tests done on the driverless car such as braking, accelerating, steering, and turn signals. It will have 3-D ssensors outside the car so just in case a animal runs in front of the car it will brake automatically which i think is a good feature. ",evidence,claim
Driverless cars will come either now or later so we should all accept it and consider it. ,claim,claim
People will not like the idea but they probably haven't tried it out either so they have no real argument as to why this is a bad idea. ,evidence,claim
"The driverless cars this article discusses are not actually driverless, ",claim,claim
"they are not legal, ",claim,counterclaim
there is no telling what future problems may arise. ,claim,counterclaim
"Shouldn't a truly driverless car not require a human at all? I personally believe a driverless car should be able to navigate itself without human interferance. If it requires a human, then what is the point of calling it driverless? ",claim,counterclaim
"In fact, all the driverless cars being created right now are designed to notify the driver when it approaches a work zone or accident. So, in case the need to have a human take over arises, an individual would have to be sitting in the drivers seat, paying absolute attention to the road, and await the moment the car will allow the individual to take over. Wouldn't that take away the nejoyment of owning a driverless car? I believe it is even more of a hassle than driving ever would be. A person would have to fight boredom and remain alert while doing nothing other than sitting in the driver seat. To all driverless car companies: driving is paying attention to the road, but the driver is actually engaged, making driving more interesting. ",evidence,claim
"
Not only are driverless cars not fully developed, but they are not even legal ",claim,counterclaim
"Most states do not allow driverless cars. In fact, most states do not even allow driverlesss cars to be tested on their roads. The article only mentions four places that allow driverless cars, and they only allow limited use. If these cars are not even allowed by most states to out on the road for testing, imagine how long it would take to pass laws to get these cars approved. ",evidence,evidence
A myriad of problems could arise pertaining to driverless cars ,claim,counterclaim
"The article mentioned a very real problem in driverless cars: if something goes awry and someone in injured, who is at fault? These cases would resort in major courtroom battles between average people and multi-million dollar companies. Another potential problem with driverless cars is the change off between driver and robot. If the car signals the driver and the driver does not respond, then what would the car do? A multitude of problems could appear, and all automakers can do is hope they will be abloe to find solutions to these probelms. To quote the article, ""Automakers are continuing their work on the assumption that the problems ahead will be solved."" Not only are the companies unsure of what issues will surface, but they are not completely sure they will be able to find solutions. ",evidence,claim
"Driving has been central to the American way of life for a large span of time, and if manually driving cars has been working, why change it? Driverless cars have been beiong tested since the 50's, so there clearly is no rush in getting these cars on the street. Also, once these cars are available to the public they will most likely only be accesable to the rich. In time the driverless cars would be more affordable, but the original prices would be high ",evidence,rebuttal
"Driverless cars are getting attention, but as soon as the public knows they will only be for wealthy hands for a bit of time, the excitment will die down. 
",claim,claim
"so, they need to demostrate to the people that them can have good ideas for the state. then the people need to have a vote for the best candidate for that can pass to be the new president of the state. ",claim,claim
"each candidate have many obligations with the state the obligation president is better the state. one ""evidence is each candidate running for president in your state has his or her own group of electors"" ",evidence,evidence
The representatives of the electoral college can basically vote for who ever they want to vote for. ,claim,claim
The people only influence the electoral college. ,claim,evidence
The people should have the right to vote for the candidate that they want not the one that some representative in the electoral college chooses. ,claim,claim
"To begin with, the representatives of the electoral college can basically vote for who ever they want to vote for. ",claim,claim
"When a voter places there vote they arent voting for the actual president they are simply voting for the reps of the electoral college. ""The electoral college avoids the problem of elections in which no candidate recieves a majority of the votes cast."" What this means is that basically the election is based on what they decide not on what the people say ",evidence,claim
"Furthermore, the only thing the people do by voting is that they influence the electoral college's decision. ",claim,counterclaim
The people dont really get to choose who they believe should be in office. All the electoral college does is get in the way of whom the people choose to be president. The electoral college should be removed and replaced with popular vote. This should take place as soon as possible. ,evidence,claim
"Lastly, the people should have the right to vote for whom they believe should take office; not for some representative that is gonna choose who ever they want. ",claim,claim
"For example, lets say that one votes for obama, they arent really voting for obama they are voting for someone who could pick obama, But the person that they vote for to pick obama could change there mind and vote for the other candidate. So really the peoples vote doesnt even matter. All it does is influence the vote of some representative from the electoral college. I believe that this should be changed to popular vote. In which the people vote for the candidate they want to be president and then all the votes are counted up and compared. Thats the way the presidential should be done. ",evidence,claim
the best way to create such a project is to create road systems controlled by magnates and gps computers and creating cars that will run on similar to a train track. ,claim,evidence
This is similar to the bullet trains seen throughout Japan that run on magnates. It would also need to be run by some form of renewable energy sources so the best option is electricity and solar power. It would need a computer capable of driving a car in all conditions and that can travel at high speeds. ,evidence,claim
Would also need a safety feature that allows the driver to take control of the vehicle. ,claim,claim
these systems are put in place people will be able to travel long distances in a short period of time with little to no cost. ,evidence,claim
"Now some will ask ""how will you pay for such a large project?"" ",counterclaim,claim
"""It's complicated..."". I believe the government should be involved in building this form of public transportation. The way I invision us paying for this is and expansion on estate tax. the estate tax is a tax on a persons inheritance over 10 million dollars and in America this is set at around 40%. This means someone who inherited 10 million and one dollars would pay a tax of 40¢. If we expand on this tax and other taxes similar to this we could no only fund our expansion on public infrastructure but also pay for other extraordinary things such as tuition free college education. ",rebuttal,claim
companies that want to advance this milestones in engineering can help in the innovation process. ,claim,evidence
these companies are import in the completion aspect and are needed to enhance the innovation. I'm not saying the government should souly control the means of production of thes automated vehicles it is just practical that it be envolved in the production. ,evidence,claim
Technology is part of the future and we will use it when we are older. It will help us become adults ,claim,claim
We can also keep up with our friends and our parents can call to tell us if there is a problem. Kids already use them. ,evidence,evidence
"
But the cell phones should be shut off during class to stop distractions. ",claim,claim
We all need to face it we will all be using technology in the future. Most of our jobs will require a computer or cell phone. Why not let us express our freedom. If you tell them they cant use there cell phones they will want to use them and if you tell them they can they will think your cool and wont argue with you as much. ,evidence,evidence
Another reason cell phones should be shut off during class is because the kids could text each other the answers ,claim,claim
"Let us express our freedom. If teachers can use them let us so we our all equal, and we don't look down on each other. I agree There has to be rules but we also should be aloud freedom. If we couldn't have phones at school how are we supposed to call our parents to come and pick us up. Or if school gets canceled how are we supposed to call them. ",evidence,claim
"SInce these cars have the name of driverless cars, people may not take these seriously. It does state in the article that the car does alert the driver of some things. But if you really look into it, what happens if the car glitches and doesn't alert the driver? What then? This problem may cause an accident and prohibit the driver of a bigger chance of harm. 
",evidence,claim
"Driverless cars may seem fun, which I have never actually been in one nor seen one, but not having to drive seems pretty relaxing, even though you hold the wheel ",claim,claim
It may also has the downs. Let's say that somone is on their way to the hospital rushing for a loved one who is terribly hurt. How does the driverless car react? ,counterclaim,claim
"There's a whole bunch of questions, but the actual question is, is it safe for everyone to handle and drive? 
",claim,rebuttal
having one of these may be expensive ,claim,rebuttal
"as much as gas is, or parts to your normal car are, or even the inside areas, how much will it cost to fix the sensors or even if the driverless car has gas? These things may be a lot harder to pay for since it's all practically technology. ",evidence,claim
reason I feel this way is because of the electors ,claim,claim
our founding fathers ,claim,claim
", political parties. 
",claim,claim
I like that three electors is representing a state. I believe that the electors know more about the government than regular people ,claim,claim
I want someone that knows what they are doing when they go to represent our state! There are 538 electors that vote for president and vice president but there only has to be 270 votes required to elect the president or vice president. Congress has to count the votes in the same place that the electors voted in. Sometimes I don't agree with the president that they picked but I'm glad that honest people count the votes. When the votes are finished and the winner's name is called out the losers revive a certificate of ascertainment. ,evidence,evidence
Also a big part of me wants to keep the electoral college is because of our founding fathers ,claim,claim
"They put in so much work to help us. I would hate for all there hard work to go to waste. Also they had to put their lives on the line to help crate it. They broke so many laws  for us! Also think about not only did they put their lives in danger but their families life at risk! To me that took a strong amount of courage! I'm honored to talk about our founding farther any time! In the 23 amendment our founding fathers wrote the district of Columbia is allowed three electors and for them to be treated like a state! Also our founding fathers wrote that only citizens that are qualified to vote! Key word here people ''Qualified!'' As long as everyone remembers that key word then, we all should be fine! ",evidence,claim
"A lot of people hate political parties but, I like them ",claim,counterclaim
"Just think about when you were in school and you wanted to be class president so bad. The people who voted for you is like your political party. I know I loved my political party because they helped me win! Your political party helps come up with all kinds of cool ideas to get people to vote for you. Like when I was running for class president my political party baked cookies, passed out fliers and, help me wright my speech! That's just like when you run for president and vice president. Except I don't think they really pass out cookies when you run to be the real deal president! I know I would vote for the president if he or she gave me a cookie! Ha ha ha ha I crack myself up but it's the truth! Hint Hint for the next election I better be at the top of the list if someone decides to give out cookies! ",evidence,evidence
If we had the popular vote then there would be an unfair voting cast and we would be introuble. ,claim,claim
they would abuse the voting if it was by popular vote ,claim,claim
plus it only requires 270 electoral votes to elect the president and theres 538 electors ,evidence,claim
In some states they have only a limited number of electors depending on how big or small the state is. Also the winner takes all system should go with both presidents because they both worked hard to get there and shouldnt just be left out they should seperate the electors evenly some people cant become the president or vice president so they shouldnt leave out the vice president. ,evidence,claim
It states in the article that over 60 pecent of voters would prefer a direct election to the kind we have now. ,claim,claim
"Also it says under nthe electoral college system, votes dont vote for the president, but for a slate of electors, who in turn elect the president. ",evidence,evidence
Theres also rumors of the Electoral College like people calling it the disaster factor because people say it cause to much drama and is risky. ,claim,claim
I understand if there was a tie in the Electoral vote then it would be all up to the house of representatives where state delegations vote on the president. ,claim,claim
"Researchers found this figure on the planet mars, they found this not only weird but very interseting. They thought lets do more research to find out what actually caused this formation on mars. Reasearchers thought at first that aliens had put this figure on the planet because it is a figure of a human face. They took big cameras up into mars and sized the figure so large so they could get closer pictures of the image. 
",evidence,claim
"The more research the reasearchers did the more facts they found. They had many sightings like this before and they figured maybe a alien did not put that figure on mars. Reasearchers may have thought this because there had been many different formations on earths surface, it was most likely caused by earths erosion or natural features. ",evidence,evidence
"They compare some ideas to it just like the ""Middle Butte in the snake river of Idaho."" There had never been sightings of aliens before why would there be now. ",claim,claim
"The people that work for NASA believe that it most likely ended up being a formation in mars because of the research everyone has done they have come to find that there are most likely no aliens up on mars. They say this because they went back up and looked some more around the area where the face was found to see if there was a ""alien monument."" Come to find out there was no alien monument around or even located on mars so aliens did not cause this ",evidence,claim
"Researchers believe that this was just a normal formation from the planet mars that just occured, but did people? ",claim,claim
When this all came to take place the first day they let the news out it went viral. People were wanting to know what caused this and how was this caused. When they realesed the news from the NASA they thought the same thing well it had to be aliens. ,evidence,claim
